user_id,username,full_name,email_address,phone_number,city,province,age,occupation,monthly_income,account_balance,consent_personalization,segment_ground_truth,total_spend,total_trx,fav_category,fav_method,E_Wallet_spend,Food_Beverage_spend,Internet_spend,Lifestyle_Entertainment_spend,Retail_Convenience_spend,Telco_spend,Transport_Mobility_spend,Utilities_spend,Apply Credit Card,Apply Loan,History Transaction,Insurance,Investment,My Schedule,QRIS,Savings,Tukar Point Xtra,Voucher,E_Wallet_ratio,Food_Beverage_ratio,Internet_ratio,Lifestyle_Entertainment_ratio,Retail_Convenience_ratio,Telco_ratio,Transport_Mobility_ratio,Utilities_ratio,engagement_score,spend_to_income,occupation_encoded,fav_category_encoded,fav_method_encoded,segment_ground_truth_encoded
1010,ramahalim,Harsaya Saptono,bsuwarno@example.net,0872343098,Tidore Kepulauan,Maluku Utara,53,Doctor,67283015,48671069,True,Established Professional,18959281,68,Transport & Mobility,QRIS,49143,0,7179712,40005,2057876,0,1302557,8329988,0,25,0,21,17,0,0,0,0,0,0.002592028537789564,0.0,0.3786911339785969,0.0021100482602663963,0.1085418741068359,0.0,0.06870286543551596,0.4393619969363819,17,0.28178405379449695,1,6,2,0
1011,hardiansyahlaila,"Drs. Endah Hakim, M.TI.",nashiruddincahyo@example.net,+62 (036) 193 9909,Padangpanjang,Sumatera Utara,23,Student,2213781,384671,True,Student,9401901,63,Telco,Pembelian Pulsa,2833470,799861,413570,2308717,0,2929907,116376,0,0,0,0,0,0,0,22,0,13,28,0.30137199898488626,0.08507438175807405,0.04398790797861964,0.24555850507695146,0.0,0.3116291788618941,0.01237792097811698,0.0,50,4.2469859272502894,7,5,1,2
1012,karman35,Diah Winarsih,vinsen51@example.org,(0991) 183 8425,Kota Administrasi Jakarta Barat,Papua,25,Civil Servant,9663623,18213925,True,Young Professional,14397496,70,Food & Beverage,QRIS,0,2140460,8994168,432708,1625503,0,765723,438934,11,0,0,0,24,0,0,16,0,0,0.0,0.14866889710065576,0.6247035856301967,0.03005439070416198,0.1129017773019852,0.0,0.053184452825376524,0.030486826981106507,40,1.4898650858104578,0,1,2,3
1013,galih78,Hj. Paris Anggriawan,tari12@example.com,+62 (018) 244-9353,Pekalongan,Sumatera Barat,40,Lawyer,43841813,86239114,True,Established Professional,15770238,57,Transport & Mobility,QRIS,117806,0,6304706,117114,1490953,0,1020839,6718820,0,13,0,25,10,0,0,0,0,0,0.007470146774566955,0.0,0.39978506349840354,0.007426266653282807,0.09454219431931248,0.0,0.06473199296472298,0.42604427237913134,10,0.3597076982261728,5,6,2,0
1014,baktiono16,Ade Sitorus,rainasaptono@example.org,(0868) 011 2805,Palangkaraya,Jawa Barat,55,Doctor,60878089,75939680,True,Established Professional,22431202,75,Transport & Mobility,QRIS,0,187754,11246484,62205,1534020,0,1421133,7979606,0,24,0,11,16,0,0,0,0,0,0.0,0.008370215364730996,0.5013767652140636,0.002773145961007976,0.06838777215827435,0.0,0.06335518429394982,0.3557368724272167,16,0.36846100132247905,1,6,2,0
1015,samosiromar,"Dt. Uda Tamba, S.Kom",unjanijailani@example.com,0869232260,Ternate,Nusa Tenggara Barat,26,Civil Servant,11366205,12057945,True,Young Professional,14562539,74,Food & Beverage,QRIS,377596,1842371,9954036,0,1444150,0,779012,165374,20,0,0,0,24,0,0,24,0,0,0.025929267833770756,0.12651439927375308,0.6835370752629693,0.0,0.09916882631738694,0.0,0.05349423932912802,0.0113561233136527,48,1.2812137137053472,0,1,2,3
1016,vwinarsih,Endah Kurniawan,efirgantoro@example.org,+62-754-330-3654,Yogyakarta,Kepulauan Riau,34,Civil Servant,5938483,10685577,True,Young Professional,15514981,71,Retail & Convenience,QRIS,0,1471178,10623478,289441,2271534,98000,761350,0,29,0,0,0,22,0,0,20,0,0,0.0,0.09482305554721236,0.6847238366116055,0.018655580779919693,0.14640906447716148,0.006316475262426988,0.04907192286784477,0.0,42,2.61261645227974,0,4,2,3
1017,siska86,"Drs. Julia Dabukke, S.IP",garda94@example.org,+62 (096) 556-9816,Kota Administrasi Jakarta Pusat,Banten,24,Fresh Graduate,2682607,1172986,True,Student,12106007,78,E-Wallet,QRIS,6013511,1684461,452112,2454711,343188,1158024,0,0,0,0,0,0,0,0,23,0,21,16,0.49673773551116107,0.13914256458446086,0.03734608468786738,0.2027679975099967,0.028348568743717995,0.09565696635918297,0.0,0.0,39,4.512775254528429,4,0,2,2
1018,hadriansyah,Ir. Najib Winarsih,ozyastuti@example.org,+62 (951) 484 6564,Depok,Sulawesi Barat,19,Fresh Graduate,1891820,2799109,True,Student,13015205,77,Lifestyle & Entertainment,Bayar Tagihan,5801103,713311,0,4325500,189303,1666647,0,319341,0,0,0,0,0,0,17,0,20,28,0.445717340163498,0.05480597080061583,0.0,0.3323420313132193,0.014544756341159717,0.12805383180258537,0.0,0.02453599274571605,45,6.879723293059967,4,3,0,2
1019,vwastuti,Ir. Ilsa Waskita,sihombingkemal@example.org,(099) 577-7387,Surabaya,DKI Jakarta,35,Freelancer,13785264,8698256,True,Freelancer,11508554,55,E-Wallet,QRIS,4129511,1156048,5372491,195534,35869,0,619101,0,0,0,22,0,0,14,0,0,0,22,0.358820981435115,0.10045118609590865,0.46682585259400505,0.016990317203158866,0.0031167249059503993,0.0,0.05379485087398027,0.0,22,0.8348445967487749,3,0,2,1
1020,diah95,"Sutan Muni Saragih, S.H.",emildongoran@example.org,+62-0791-769-3676,Bontang,Aceh,28,Private Employee,9137722,21836388,True,Young Professional,14590905,83,Transport & Mobility,QRIS,395103,1849986,8206491,0,2196521,368213,1574591,0,25,0,0,0,25,0,0,24,0,0,0.027078716016675042,0.12679034461602315,0.5624387546599231,0.0,0.15054041195248602,0.025235787277363038,0.10791591694168957,0.0,49,1.59677689945296,6,6,2,3
1021,anggrainiismail,"Padma Hariyah, S.Gz",dimazhasanah@example.org,(0889) 579 8687,Tidore Kepulauan,Sulawesi Utara,53,Lawyer,59160231,137213257,True,Established Professional,18757883,65,Retail & Convenience,QRIS,294298,0,8181586,0,2431476,256581,985032,6608910,0,15,0,16,25,0,0,0,0,0,0.01568929629802594,0.0,0.4361678534743045,0.0,0.12962421560982038,0.013678568435544223,0.05251295935085215,0.35232705352053567,25,0.3170691250838908,5,4,2,0
1022,wrajata,"Enteng Nurdiyanti, M.Kom.",kuntharafarida@example.org,+62 (0345) 581-2236,Tarakan,Kalimantan Tengah,42,Doctor,54193730,162477149,True,Established Professional,24848341,75,Internet,Bayar Tagihan,0,364057,12490103,266944,1680077,0,1068391,8978769,0,20,0,21,12,0,0,0,0,0,0.0,0.01465115861653868,0.5026533762292873,0.010742930051429588,0.06761324357174414,0.0,0.04299647034800149,0.36134278093886507,12,0.45850950915337424,1,2,0,0
1023,agustinarahman,Lidya Halim,saadatwibisono@example.net,+62-96-705-4668,Pasuruan,Kalimantan Timur,24,Student,1459901,691062,True,Student,11902682,69,E-Wallet,Bayar Tagihan,5867771,1009092,229689,3349676,0,1347541,0,98913,0,0,0,0,0,0,24,0,23,21,0.49297885191095153,0.08477853270560931,0.01929724583944645,0.2814219281484687,0.0,0.11321321419716883,0.0,0.00831014318368388,45,8.153069178616098,7,0,0,2
1024,teddy70,"Mustika Waskita, S.E.",nmahendra@example.net,+62-69-901-6272,Kota Administrasi Jakarta Selatan,Papua Barat,34,Civil Servant,6065818,15910648,True,Young Professional,17189728,76,Transport & Mobility,QRIS,152110,992510,13069513,175330,1684550,0,1115715,0,20,0,0,0,25,0,0,28,0,0,0.008848888775384417,0.057738548408762,0.7603094266349399,0.010199695411137662,0.0979974727932011,0.0,0.06490590980230113,0.0,53,2.83386761128217,0,6,2,3
1025,indra75,Indah Andriani,carub70@example.net,0805310033,Solok,Jawa Tengah,37,Freelancer,11877065,5218028,True,Freelancer,16620743,63,Food & Beverage,QRIS,4879813,1605096,9329377,210670,0,87288,508499,0,0,0,23,0,0,15,0,0,0,23,0.2935977474895227,0.09657185021320346,0.5613092289972097,0.012675124531128089,0.0,0.005251750463156162,0.030594238140001433,0.0,23,1.3993980499897871,3,1,2,1
1026,donokusmawati,R.A. Nadia Rajasa,gandewa99@example.net,+62 (024) 190-4966,Batu,Kalimantan Utara,23,Student,3859300,2302216,True,Student,13987473,90,Food & Beverage,QRIS,5766469,1896540,264087,3876690,177824,2005863,0,0,0,0,0,0,0,0,22,0,11,16,0.4122594973188154,0.1355884557855121,0.018880249571866944,0.2771544025747608,0.012713088867939986,0.14340423438856795,0.0,0.0,38,3.624353995710622,7,1,2,2
1027,sihombingyani,Raden Pratiwi,situmorangfarah@example.com,+62 (185) 067-1657,Palangkaraya,Kalimantan Barat,55,Lawyer,27486139,108785840,True,Established Professional,28528886,79,Utilities,QRIS,204647,153533,8601247,0,2119433,0,1162589,16287437,0,16,0,28,26,0,0,0,0,0,0.007173325759255873,0.005381668061568613,0.30149255384551105,0.0,0.07429077061436011,0.0,0.040751291839741244,0.570910354827372,26,1.0379371566906084,5,7,2,0
1028,patricia87,"Ir. Hasna Sinaga, S.H.",setiawanumay@example.org,(0996) 507 5273,Kota Administrasi Jakarta Selatan,Nusa Tenggara Barat,28,Freelancer,10612220,1054447,True,Freelancer,13945055,69,E-Wallet,QRIS,6316713,1489445,5015226,225283,238474,0,659914,0,0,0,21,0,0,29,0,0,0,11,0.45297150473974435,0.1068081046071095,0.35964186877413756,0.016155044483148723,0.01710097112553725,0.0,0.04732243456032016,0.0,11,1.314056218768908,3,0,2,1
1029,mutia48,Bakiadi Permadi,jlestari@example.org,(0770) 143-6349,Parepare,Sumatera Utara,51,Doctor,54069940,58564437,True,Established Professional,30457124,89,Transport & Mobility,QRIS,0,135820,15075326,0,2829070,200391,1474831,10741686,0,16,0,22,24,0,0,0,0,0,0.0,0.004459383477593502,0.4949687798831965,0.0,0.09288696815605543,0.00657944569620409,0.04842318505111694,0.3526822049027937,24,0.5632912379172006,1,6,2,0
1030,soleh85,Humaira Samosir,jail13@example.com,+62 (082) 337-4989,Bengkulu,Kalimantan Selatan,55,Entrepreneur,60867299,83394792,True,Established Professional,29759314,89,Internet,Bayar Tagihan,187590,0,15148462,0,1453500,151063,1352238,11466461,0,22,0,17,21,0,0,0,0,0,0.0063035725116656754,0.0,0.5090326171822167,0.0,0.04884185002242155,0.005076158507008646,0.04543915073314019,0.3853066174406232,21,0.48892121056790755,2,2,0,0
1031,jaeman52,"Patricia Mahendra, S.T.",habibiintan@example.com,+62 (71) 094 7775,Banjarbaru,Kepulauan Bangka Belitung,29,Private Employee,14049278,20795716,True,Young Professional,15670219,78,Retail & Convenience,QRIS,0,1707746,10166265,0,2481688,163879,832580,318061,21,0,0,0,29,0,0,13,0,0,0.0,0.10898034615978588,0.6487633868573638,0.0,0.15836969742607315,0.010457989741050222,0.05313135361213819,0.02029716238827534,42,1.115375315701254,6,4,2,3
1032,elatupono,Koko Usamah,maryadiemin@example.net,+62 (0131) 869-9938,Palopo,Sulawesi Tengah,22,Fresh Graduate,3049360,131691,True,Student,11847960,86,E-Wallet,QRIS,5037011,1857880,0,1860116,0,2576891,177475,338587,0,0,0,0,0,0,24,0,15,13,0.4251373717384789,0.15681010428714273,0.0,0.1569988287436125,0.0,0.21749658021325358,0.01497937071197314,0.028577659902830538,37,3.8853910704570565,4,0,2,2
1033,lintang64,Lurhur Januar,queenprabowo@example.com,+62 (023) 281 2067,Kupang,Banten,20,Fresh Graduate,2004335,292955,True,Student,7357457,50,E-Wallet,Pembelian Pulsa,3447112,775788,242287,1402679,182480,1307111,0,0,0,0,0,0,0,0,16,0,25,13,0.4685194261387561,0.10544239600144506,0.032930803002884965,0.19064723169333755,0.02480204440174854,0.17765796284531968,0.0,0.0,29,3.670770270054522,4,0,1,2
1034,kokosuryono,Belinda Pradipta,queen93@example.com,+62 (083) 242-1024,Palembang,Jambi,33,Private Employee,6437026,19307133,True,Young Professional,13238980,82,Food & Beverage,QRIS,0,1802325,7376635,134378,2431469,0,1128521,365652,23,0,0,0,18,0,0,23,0,0,0.0,0.13613774353177183,0.5571905420817509,0.010150176966036888,0.1836598300125969,0.0,0.0852422856411683,0.02761934623216092,41,2.0566916994444795,6,1,2,3
1035,ssihombing,Olivia Namaga,ffarida@example.net,+62-065-940-1399,Tual,Kepulauan Riau,24,Student,1538512,2817195,True,Student,8634544,66,Food & Beverage,QRIS,3123299,2090165,162684,1584404,0,1581749,0,92243,0,0,0,0,0,0,22,0,27,20,0.3617213182628616,0.24207008012582018,0.018841062267901783,0.18349594564623845,0.0,0.1831884598435702,0.0,0.010683018039746158,42,5.6122658697066585,7,1,2,2
1036,natsirwage,Indah Najmudin,fusada@example.org,(0565) 512-5674,Tual,Banten,40,Freelancer,5770370,5446912,True,Freelancer,13416959,66,Transport & Mobility,QRIS,3127046,1645127,6972842,171675,0,0,1223839,276430,0,0,21,0,0,15,0,0,0,11,0.23306665593398207,0.12261548070501813,0.5197035692138905,0.012795372424155696,0.0,0.0,0.09121581938084335,0.020603027809578324,11,2.3251466846759072,3,6,2,1
1037,uirawan,Prasetyo Waskita,wahyunihalima@example.com,(003) 859-7703,Purwokerto,Jawa Barat,29,Freelancer,12047886,13671247,True,Freelancer,18130439,82,E-Wallet,QRIS,6874889,1437071,8575054,77308,52260,0,1113857,0,0,0,14,0,0,25,0,0,0,21,0.37919041126415026,0.07926288606343806,0.4729644730078255,0.0042639891806266145,0.0028824452136848307,0.0,0.06143574011441531,0.0,21,1.5048646289594183,3,0,2,1
1038,taufik71,"Lulut Permadi, S.E.",ika08@example.com,+62 (031) 712 7484,Pariaman,Sulawesi Utara,28,Civil Servant,11264956,17700199,True,Young Professional,14965209,65,Food & Beverage,QRIS,450290,1373317,10765523,0,1660863,109300,605916,0,22,0,0,0,27,0,0,13,0,0,0.030089120032395136,0.09176730563754201,0.719369992135092,0.0,0.11098160333199468,0.00730360616389613,0.04048830587743173,0.0,40,1.3284745782873384,0,1,2,3
1039,vinopuspasari,Viman Rahimah,cahyonosaefullah@example.com,+62 (840) 449 9727,Malang,Nusa Tenggara Barat,26,Freelancer,7159166,4769795,True,Freelancer,21607273,85,Transport & Mobility,QRIS,4922696,1141202,13835847,166243,100209,0,1441076,0,0,0,16,0,0,18,0,0,0,10,0.22782587012133043,0.05281563977019961,0.6403328342112938,0.007693844211907527,0.004637743752404861,0.0,0.06669402165215288,0.0,10,3.0181266898788643,3,6,2,1
1040,uhasanah,"Halima Pertiwi, S.Sos",rizkigunawan@example.com,(0662) 702-8951,Bengkulu,Sumatera Utara,20,Student,3467545,2373315,True,Student,9951060,74,Telco,Pembelian Pulsa,2983326,782764,0,3150142,0,2511095,260895,262838,0,0,0,0,0,0,20,0,23,24,0.2997997901932266,0.07866136083378446,0.0,0.31656342976894625,0.0,0.252344448496497,0.02621780732727897,0.026413062888469882,44,2.869770148687285,7,5,1,2
1041,ubudiman,"Hj. Eva Hutagalung, M.Kom.",murti96@example.net,+62 (058) 657 8091,Sorong,Lampung,33,Private Employee,5120642,5382132,True,Young Professional,18206397,83,Transport & Mobility,QRIS,200238,1681101,13417343,0,1135488,0,1377795,394432,29,0,0,0,17,0,0,10,0,0,0.010998221614182003,0.09233572725368303,0.7369575794179607,0.0,0.06236752596532274,0.0,0.07567641880618012,0.02166447201692504,27,3.5554903944680385,6,6,2,3
1042,cemetifujiati,"Ir. Niyaga Januar, M.M.",zulfasalahudin@example.org,+62-050-455-6238,Salatiga,Kalimantan Barat,19,Student,1131755,1435917,True,Student,12135215,82,Telco,Pembelian Pulsa,5501531,1230499,48505,3182748,60909,2111023,0,0,0,0,0,0,0,0,24,0,22,13,0.4533525402432062,0.10139901918515501,0.003997044634392993,0.2622736999489749,0.005019193725105511,0.17395841985836924,0.0,0.0,37,10.722465796514443,7,5,1,2
1043,garahutapea,Raina Zulaika,almirapadmasari@example.org,+62-0747-407-4821,Malang,Maluku,22,Student,2168018,2855896,True,Student,11257681,71,Lifestyle & Entertainment,Bayar Tagihan,4327741,841895,0,3815037,86242,2059462,0,127304,0,0,0,0,0,0,22,0,20,20,0.3844255860131775,0.07478404524128501,0.0,0.33888299562911794,0.0076607244724091516,0.1829383704389589,0.0,0.011308189376818425,42,5.192611780616314,7,3,0,2
1044,dramadan,Harjo Laksmiwati,prakasaprabowo@example.net,+62 (944) 064-0909,Kotamobagu,Kalimantan Timur,29,Freelancer,12046844,3219824,True,Freelancer,20292425,77,Internet,QRIS,4447665,883436,13361398,166533,303649,0,1129744,0,0,0,28,0,0,21,0,0,0,16,0.21917857431142043,0.043535257933181574,0.6584426130222183,0.008206657991508753,0.014963661811554715,0.0,0.055673185650646204,0.0,16,1.684459707085133,3,2,2,1
1045,ismail39,"H. Pranata Wahyuni, S.E.I",utamisafina@example.org,+62 (0709) 521-4562,Blitar,Papua,30,Freelancer,10935169,14547551,True,Freelancer,20917609,64,Internet,Bayar Tagihan,3790126,852231,15270686,270622,0,112593,621351,0,0,0,13,0,0,27,0,0,0,11,0.18119307129256162,0.040742274093455225,0.7300397129499976,0.01293752010865486,0.0,0.005382689513763762,0.02970468423495801,0.0,11,1.9128746055159636,3,2,0,1
1046,gambira47,Ulva Sirait,hastuticakrawangsa@example.org,+62-0685-160-4817,Tangerang,Kepulauan Bangka Belitung,29,Freelancer,4582524,2626229,True,Freelancer,13957992,65,Food & Beverage,QRIS,4898808,1530847,6506300,0,0,195619,509067,317351,0,0,10,0,0,16,0,0,0,23,0.3509679364361338,0.10967529500838695,0.4661343504041018,0.0,0.0,0.014014837233404544,0.03647136088977835,0.022736148384656735,23,3.0459172617716215,3,1,2,1
1047,xuyainah,Jarwi Dongoran,oni31@example.net,(0461) 200 4711,Prabumulih,Jawa Barat,34,Freelancer,10106470,7897151,True,Freelancer,14107485,66,Transport & Mobility,QRIS,5283786,874484,6402369,0,46368,213674,1286804,0,0,0,11,0,0,18,0,0,0,14,0.37453774542111895,0.0619872314599497,0.45382777626006504,0.0,0.003286765622166841,0.015146142976856401,0.09121426737549128,0.0,14,1.3958863583539693,3,6,2,1
1048,xhasanah,"Tami Namaga, S.Farm",radityolanda@example.org,(0964) 053-7735,Tangerang Selatan,Papua,24,Freelancer,14297182,11963163,True,Freelancer,19215237,70,Internet,QRIS,3218911,938600,13618614,367997,315190,0,755925,0,0,0,16,0,0,27,0,0,0,27,0.1675186640935699,0.048846649726638824,0.708740323695184,0.019151311058442262,0.01640312755949211,0.0,0.039339871824642506,0.0,27,1.3439876232961416,3,2,2,1
1049,banawi64,Warta Hasanah,wijayantiirwan@example.net,+62-05-329-3183,Kediri,Nusa Tenggara Barat,18,Fresh Graduate,2423138,508307,True,Student,14309395,79,E-Wallet,Top Up,7290749,1324451,287494,3832217,129282,1445202,0,0,0,0,0,0,0,0,28,0,10,16,0.5095078087153364,0.0925581345292282,0.020091274292779373,0.2678112339612378,0.009034762892857253,0.10099671572440934,0.0,0.0,44,5.905313314671589,4,0,3,2
1050,mutiaadriansyah,Cager Namaga,gantar10@example.org,+62-53-950-2402,Pontianak,Jambi,27,Private Employee,13997381,18052972,True,Young Professional,19360879,79,Food & Beverage,QRIS,88877,2021187,13627832,0,2407392,0,839875,375716,28,0,0,0,24,0,0,29,0,0,0.004590545471073629,0.10439540971278165,0.703884947378425,0.0,0.1243431083711071,0.0,0.04338000132225395,0.019405936093813917,53,1.3831785829664434,6,1,2,3
1051,kusmawatiusman,Drs. Balangga Hartati,parisgunawan@example.net,084 700 7661,Tasikmalaya,Sulawesi Tengah,30,Private Employee,9673212,18523222,True,Young Professional,18136260,70,Internet,QRIS,0,1119255,14000039,0,2167251,110685,672789,66241,29,0,0,0,18,0,0,17,0,0,0.0,0.061713657517390164,0.7719363434392569,0.0,0.11949822513030663,0.0061029668684190195,0.037096345272049185,0.003652406634421505,35,1.8748951356700199,6,2,2,3
1052,hutapeamargana,Budi Saefullah,prabowo98@example.com,(0896) 118 3673,Makassar,Sulawesi Tenggara,25,Civil Servant,14232926,6285271,True,Young Professional,15639520,60,Internet,QRIS,374327,1069726,12552687,0,920225,0,604364,118191,13,0,0,0,25,0,0,10,0,0,0.0239346844446195,0.068398897894635,0.8026260522940568,0.0,0.058839717661429654,0.0,0.038643383003865654,0.00755720076081614,35,1.098826685473761,0,2,2,3
1053,uagustina,Iriana Widiastuti,pangestu27@example.org,+62 (011) 615 2809,Surakarta,Jambi,23,Student,1391172,1041447,True,Student,8663180,57,Telco,Pembelian Pulsa,3895604,811929,0,1756413,0,1806035,180731,212468,0,0,0,0,0,0,15,0,24,10,0.44967362450351667,0.09372180957548965,0.0,0.2027445807723514,0.0,0.20847249988197175,0.020861967445906994,0.024525402389722666,25,6.2272485161802305,7,5,1,2
1054,qthamrin,Tantri Habibi,nadine45@example.org,083 273 1585,Tual,Kepulauan Riau,30,Civil Servant,13075854,10172169,True,Young Professional,17028605,72,Retail & Convenience,QRIS,216086,1832475,12168203,0,1955389,142890,713562,0,30,0,0,0,21,0,0,13,0,0,0.012689588331540469,0.10761156843960099,0.7145742288006429,0.0,0.11482965781227189,0.008391174239394582,0.04190372365183621,0.0,34,1.302293807938372,0,4,2,3
1055,sidiqpurwanti,"Ir. Raisa Wulandari, M.Pd",sudiatitira@example.net,+62 (0024) 455 0229,Batam,Jawa Tengah,24,Freelancer,5762152,7358113,True,Freelancer,15248739,69,Food & Beverage,QRIS,3946079,1635119,8086667,0,427256,0,924970,228648,0,0,16,0,0,28,0,0,0,24,0.25878065991026145,0.107229777673434,0.5303170622621934,0.0,0.028019101906124704,0.0,0.06065878229938998,0.014994550369407571,24,2.6463613513907043,3,1,2,1
1056,iswahyudifebi,Mutia Siregar,oktasaragih@example.net,+62 (991) 022 9014,Surabaya,Sulawesi Selatan,21,Fresh Graduate,2908443,1246421,True,Student,14355759,87,Lifestyle & Entertainment,Bayar Tagihan,5591264,1664753,496324,4591317,70789,1941312,0,0,0,0,0,0,0,0,13,0,25,24,0.3894787876085975,0.11596411475254532,0.034573160877585024,0.31982402882188055,0.004931052065512379,0.1352287862154285,0.0,0.0,37,4.935889774738658,4,3,0,2
1057,csudiati,Perkasa Mulyani,situmorangsatya@example.org,+62 (0978) 403-6900,Langsa,Kalimantan Tengah,40,Freelancer,14104357,13052890,True,Freelancer,22171649,70,Internet,QRIS,6282955,1225320,13548993,0,0,260926,651121,202334,0,0,13,0,0,29,0,0,0,21,0.28337787219264243,0.055265169709967456,0.6110953853231491,0.0,0.0,0.011768452054763628,0.02936727758195714,0.009125798034877874,21,1.571971514052607,3,2,2,1
