user_id,username,full_name,email_address,phone_number,city,province,age,occupation,monthly_income,account_balance,consent_personalization,segment_ground_truth,total_spend,total_trx,fav_category,fav_method,E_Wallet_spend,Food_Beverage_spend,Internet_spend,Lifestyle_Entertainment_spend,Retail_Convenience_spend,Telco_spend,Transport_Mobility_spend,Utilities_spend,Apply Credit Card,Apply Loan,History Transaction,Insurance,Investment,My Schedule,QRIS,Savings,Tukar Point Xtra,Voucher,E_Wallet_ratio,Food_Beverage_ratio,Internet_ratio,Lifestyle_Entertainment_ratio,Retail_Convenience_ratio,Telco_ratio,Transport_Mobility_ratio,Utilities_ratio,engagement_score,spend_to_income,occupation_encoded,fav_category_encoded,fav_method_encoded,segment_ground_truth_encoded,cluster,pca_1,pca_2,segment_name,generated_message,cta,product_focus,category_focus,trigger_reason,cta_label,recommendation_confidence,predicted_cta
1010,ramahalim,Harsaya Saptono,bsuwarno@example.net,0872343098,Tidore Kepulauan,Maluku Utara,53,Doctor,67283015,48671069,True,Established Professional,18959281,68,Transport & Mobility,QRIS,49143,0,7179712,40005,2057876,0,1302557,8329988,0,25,0,21,17,0,0,0,0,0,0.0025920285377895,0.0,0.3786911339785969,0.0021100482602663,0.1085418741068359,0.0,0.0687028654355159,0.4393619969363819,17,0.2817840537944969,1,6,2,0,3,4.281255975147121,-0.8359359891122728,Freelancer,,,,,,0,0.9847999999999999,
1011,hardiansyahlaila,"Drs. Endah Hakim, M.TI.",nashiruddincahyo@example.net,+62 (036) 193 9909,Padangpanjang,Sumatera Utara,23,Student,2213781,384671,True,Student,9401901,63,Telco,Pembelian Pulsa,2833470,799861,413570,2308717,0,2929907,116376,0,0,0,0,0,0,0,22,0,13,28,0.3013719989848862,0.085074381758074,0.0439879079786196,0.2455585050769514,0.0,0.3116291788618941,0.0123779209781169,0.0,50,4.2469859272502894,7,5,1,2,2,-4.271894725385193,-2.0611611266503505,Established Professional,Pastikan jalur komunikasi bisnis dan keluarga Anda selalu terjaga tanpa interupsi. Aktifkan fitur Pembayaran Otomatis untuk pengisian pulsa Indosat agar produktivitas harian Anda tetap optimal.,My Schedule,Pembelian Pulsa,Telco,Communication Stability,4,0.9148611111111111,My Schedule
1012,karman35,Diah Winarsih,vinsen51@example.org,(0991) 183 8425,Kota Administrasi Jakarta Barat,Papua,25,Civil Servant,9663623,18213925,True,Young Professional,14397496,70,Food & Beverage,QRIS,0,2140460,8994168,432708,1625503,0,765723,438934,11,0,0,0,24,0,0,16,0,0,0.0,0.1486688971006557,0.6247035856301967,0.0300543907041619,0.1129017773019852,0.0,0.0531844528253765,0.0304868269811065,40,1.4898650858104578,0,1,2,3,0,0.07661738968057138,2.4217674606072896,Student,,,,,,0,1.0,
1013,galih78,Hj. Paris Anggriawan,tari12@example.com,+62 (018) 244-9353,Pekalongan,Sumatera Barat,40,Lawyer,43841813,86239114,True,Established Professional,15770238,57,Transport & Mobility,QRIS,117806,0,6304706,117114,1490953,0,1020839,6718820,0,13,0,25,10,0,0,0,0,0,0.0074701467745669,0.0,0.3997850634984035,0.0074262666532828,0.0945421943193124,0.0,0.0647319929647229,0.4260442723791313,10,0.3597076982261728,5,6,2,0,3,3.2256047544393587,-0.8129693915917888,Freelancer,,,,,,0,0.9843454545454544,
1014,baktiono16,Ade Sitorus,rainasaptono@example.org,(0868) 011 2805,Palangkaraya,Jawa Barat,55,Doctor,60878089,75939680,True,Established Professional,22431202,75,Transport & Mobility,QRIS,0,187754,11246484,62205,1534020,0,1421133,7979606,0,24,0,11,16,0,0,0,0,0,0.0,0.0083702153647309,0.5013767652140636,0.0027731459610079,0.0683877721582743,0.0,0.0633551842939498,0.3557368724272167,16,0.368461001322479,1,6,2,0,3,4.346836711958097,-0.9427174181028555,Freelancer,,,,,,0,0.9697999999999999,
1015,samosiromar,"Dt. Uda Tamba, S.Kom",unjanijailani@example.com,0869232260,Ternate,Nusa Tenggara Barat,26,Civil Servant,11366205,12057945,True,Young Professional,14562539,74,Food & Beverage,QRIS,377596,1842371,9954036,0,1444150,0,779012,165374,20,0,0,0,24,0,0,24,0,0,0.0259292678337707,0.126514399273753,0.6835370752629693,0.0,0.0991688263173869,0.0,0.053494239329128,0.0113561233136527,48,1.2812137137053472,0,1,2,3,0,0.14584100671580402,2.511744617226519,Student,,,,,,0,0.995,
1016,vwinarsih,Endah Kurniawan,efirgantoro@example.org,+62-754-330-3654,Yogyakarta,Kepulauan Riau,34,Civil Servant,5938483,10685577,True,Young Professional,15514981,71,Retail & Convenience,QRIS,0,1471178,10623478,289441,2271534,98000,761350,0,29,0,0,0,22,0,0,20,0,0,0.0,0.0948230555472123,0.6847238366116055,0.0186555807799196,0.1464090644771614,0.0063164752624269,0.0490719228678447,0.0,42,2.61261645227974,0,4,2,3,0,0.7534022081928721,2.1895944300262355,Student,,,,,,0,0.99,
1017,siska86,"Drs. Julia Dabukke, S.IP",garda94@example.org,+62 (096) 556-9816,Kota Administrasi Jakarta Pusat,Banten,24,Fresh Graduate,2682607,1172986,True,Student,12106007,78,E-Wallet,QRIS,6013511,1684461,452112,2454711,343188,1158024,0,0,0,0,0,0,0,0,23,0,21,16,0.496737735511161,0.1391425645844608,0.0373460846878673,0.2027679975099967,0.0283485687437179,0.0956569663591829,0.0,0.0,39,4.512775254528429,4,0,2,2,2,-3.718960960537241,-0.5837002091291363,Established Professional,,,,,,0,0.886929146751812,
1018,hadriansyah,Ir. Najib Winarsih,ozyastuti@example.org,+62 (951) 484 6564,Depok,Sulawesi Barat,19,Fresh Graduate,1891820,2799109,True,Student,13015205,77,Lifestyle & Entertainment,Bayar Tagihan,5801103,713311,0,4325500,189303,1666647,0,319341,0,0,0,0,0,0,17,0,20,28,0.445717340163498,0.0548059708006158,0.0,0.3323420313132193,0.0145447563411597,0.1280538318025853,0.0,0.024535992745716,45,6.879723293059967,4,3,0,2,2,-3.906293529117765,-2.4397579655819386,Established Professional,"Gaya hidup yang berkualitas perlu diseimbangkan dengan pertumbuhan aset. Sambil menikmati langganan Netflix, mulailah alokasikan dana secara rutin ke instrumen Reksadana.",Investment,Bayar Tagihan,Lifestyle & Entertainment,Balanced Lifestyle,3,0.965,Investment
1019,vwastuti,Ir. Ilsa Waskita,sihombingkemal@example.org,(099) 577-7387,Surabaya,DKI Jakarta,35,Freelancer,13785264,8698256,True,Freelancer,11508554,55,E-Wallet,QRIS,4129511,1156048,5372491,195534,35869,0,619101,0,0,0,22,0,0,14,0,0,0,22,0.358820981435115,0.1004511860959086,0.466825852594005,0.0169903172031588,0.0031167249059503,0.0,0.0537948508739802,0.0,22,0.8348445967487749,3,0,2,1,1,-0.543477703135251,1.2175261115747549,Young Professional,,,,,,0,0.9999632352941177,
1020,diah95,"Sutan Muni Saragih, S.H.",emildongoran@example.org,+62-0791-769-3676,Bontang,Aceh,28,Private Employee,9137722,21836388,True,Young Professional,14590905,83,Transport & Mobility,QRIS,395103,1849986,8206491,0,2196521,368213,1574591,0,25,0,0,0,25,0,0,24,0,0,0.027078716016675,0.1267903446160231,0.5624387546599231,0.0,0.150540411952486,0.025235787277363,0.1079159169416895,0.0,49,1.59677689945296,6,6,2,3,0,0.3843518097281035,2.424130919399899,Student,,,,,,0,0.9688461538461539,
1021,anggrainiismail,"Padma Hariyah, S.Gz",dimazhasanah@example.org,(0889) 579 8687,Tidore Kepulauan,Sulawesi Utara,53,Lawyer,59160231,137213257,True,Established Professional,18757883,65,Retail & Convenience,QRIS,294298,0,8181586,0,2431476,256581,985032,6608910,0,15,0,16,25,0,0,0,0,0,0.0156892962980259,0.0,0.4361678534743045,0.0,0.1296242156098203,0.0136785684355442,0.0525129593508521,0.3523270535205356,25,0.3170691250838908,5,4,2,0,3,3.816545976951955,-1.2390906179819927,Freelancer,,,,,,0,0.9993454545454544,
1022,wrajata,"Enteng Nurdiyanti, M.Kom.",kuntharafarida@example.org,+62 (0345) 581-2236,Tarakan,Kalimantan Tengah,42,Doctor,54193730,162477149,True,Established Professional,24848341,75,Internet,Bayar Tagihan,0,364057,12490103,266944,1680077,0,1068391,8978769,0,20,0,21,12,0,0,0,0,0,0.0,0.0146511586165386,0.5026533762292873,0.0107429300514295,0.0676132435717441,0.0,0.0429964703480014,0.361342780938865,12,0.4585095091533742,1,2,0,0,3,4.037350328582143,-2.2016264530991188,Freelancer,Jangan biarkan koneksi internet terputus di tengah deadline krusial. Aktifkan My Schedule agar tagihan Telkom terbayar otomatis dan fokus kreatifmu tidak terganggu.,My Schedule,Bayar Tagihan,Internet,Deadline Protection,4,0.9425,My Schedule
1023,agustinarahman,Lidya Halim,saadatwibisono@example.net,+62-96-705-4668,Pasuruan,Kalimantan Timur,24,Student,1459901,691062,True,Student,11902682,69,E-Wallet,Bayar Tagihan,5867771,1009092,229689,3349676,0,1347541,0,98913,0,0,0,0,0,0,24,0,23,21,0.4929788519109515,0.0847785327056093,0.0192972458394464,0.2814219281484687,0.0,0.1132132141971688,0.0,0.0083101431836838,45,8.153069178616098,7,0,0,2,2,-4.567794307695518,-2.2662636839911174,Established Professional,"Gaya hidup yang berkualitas perlu diseimbangkan dengan pertumbuhan aset. Sambil menikmati langganan ShopeePay, mulailah alokasikan dana secara rutin ke instrumen Reksadana.",Investment,Bayar Tagihan,Lifestyle & Entertainment,Balanced Lifestyle,3,0.7645833333333333,Investment
1024,teddy70,"Mustika Waskita, S.E.",nmahendra@example.net,+62-69-901-6272,Kota Administrasi Jakarta Selatan,Papua Barat,34,Civil Servant,6065818,15910648,True,Young Professional,17189728,76,Transport & Mobility,QRIS,152110,992510,13069513,175330,1684550,0,1115715,0,20,0,0,0,25,0,0,28,0,0,0.0088488887753844,0.057738548408762,0.7603094266349399,0.0101996954111376,0.0979974727932011,0.0,0.0649059098023011,0.0,53,2.83386761128217,0,6,2,3,0,1.0500726594471501,2.1004106029563046,Student,,,,,,0,0.995,
1025,indra75,Indah Andriani,carub70@example.net,0805310033,Solok,Jawa Tengah,37,Freelancer,11877065,5218028,True,Freelancer,16620743,63,Food & Beverage,QRIS,4879813,1605096,9329377,210670,0,87288,508499,0,0,0,23,0,0,15,0,0,0,23,0.2935977474895227,0.0965718502132034,0.5613092289972097,0.012675124531128,0.0,0.0052517504631561,0.0305942381400014,0.0,23,1.3993980499897871,3,1,2,1,1,-0.24641042670016994,0.8132469697160173,Young Professional,,,,,,0,0.9999632352941177,
1026,donokusmawati,R.A. Nadia Rajasa,gandewa99@example.net,+62 (024) 190-4966,Batu,Kalimantan Utara,23,Student,3859300,2302216,True,Student,13987473,90,Food & Beverage,QRIS,5766469,1896540,264087,3876690,177824,2005863,0,0,0,0,0,0,0,0,22,0,11,16,0.4122594973188154,0.1355884557855121,0.0188802495718669,0.2771544025747608,0.0127130888679399,0.1434042343885679,0.0,0.0,38,3.624353995710622,7,1,2,2,2,-3.9420346202419925,-1.3050099775791384,Established Professional,,,,,,0,0.8687038903625112,
1027,sihombingyani,Raden Pratiwi,situmorangfarah@example.com,+62 (185) 067-1657,Palangkaraya,Kalimantan Barat,55,Lawyer,27486139,108785840,True,Established Professional,28528886,79,Utilities,QRIS,204647,153533,8601247,0,2119433,0,1162589,16287437,0,16,0,28,26,0,0,0,0,0,0.0071733257592558,0.0053816680615686,0.301492553845511,0.0,0.0742907706143601,0.0,0.0407512918397412,0.570910354827372,26,1.0379371566906084,5,7,2,0,3,3.8417962765517237,-2.098148557314577,Freelancer,,,,,,0,0.95,
1028,patricia87,"Ir. Hasna Sinaga, S.H.",setiawanumay@example.org,(0996) 507 5273,Kota Administrasi Jakarta Selatan,Nusa Tenggara Barat,28,Freelancer,10612220,1054447,True,Freelancer,13945055,69,E-Wallet,QRIS,6316713,1489445,5015226,225283,238474,0,659914,0,0,0,21,0,0,29,0,0,0,11,0.4529715047397443,0.1068081046071095,0.3596418687741375,0.0161550444831487,0.0171009711255372,0.0,0.0473224345603201,0.0,11,1.314056218768908,3,0,2,1,1,-0.8565278119753805,0.9309808747622994,Young Professional,,,,,,0,0.995,
1029,mutia48,Bakiadi Permadi,jlestari@example.org,(0770) 143-6349,Parepare,Sumatera Utara,51,Doctor,54069940,58564437,True,Established Professional,30457124,89,Transport & Mobility,QRIS,0,135820,15075326,0,2829070,200391,1474831,10741686,0,16,0,22,24,0,0,0,0,0,0.0,0.0044593834775935,0.4949687798831965,0.0,0.0928869681560554,0.006579445696204,0.0484231850511169,0.3526822049027937,24,0.5632912379172006,1,6,2,0,3,4.275117628723213,-1.0692996477525365,Freelancer,,,,,,0,0.9997999999999999,
1030,soleh85,Humaira Samosir,jail13@example.com,+62 (082) 337-4989,Bengkulu,Kalimantan Selatan,55,Entrepreneur,60867299,83394792,True,Established Professional,29759314,89,Internet,Bayar Tagihan,187590,0,15148462,0,1453500,151063,1352238,11466461,0,22,0,17,21,0,0,0,0,0,0.0063035725116656,0.0,0.5090326171822167,0.0,0.0488418500224215,0.0050761585070086,0.0454391507331401,0.3853066174406232,21,0.4889212105679075,2,2,0,0,3,4.241977722594623,-2.3474869255839717,Freelancer,Jangan biarkan koneksi internet terputus di tengah deadline krusial. Aktifkan My Schedule agar tagihan Biznet terbayar otomatis dan fokus kreatifmu tidak terganggu.,My Schedule,Bayar Tagihan,Internet,Deadline Protection,4,0.9102000000000001,My Schedule
1031,jaeman52,"Patricia Mahendra, S.T.",habibiintan@example.com,+62 (71) 094 7775,Banjarbaru,Kepulauan Bangka Belitung,29,Private Employee,14049278,20795716,True,Young Professional,15670219,78,Retail & Convenience,QRIS,0,1707746,10166265,0,2481688,163879,832580,318061,21,0,0,0,29,0,0,13,0,0,0.0,0.1089803461597858,0.6487633868573638,0.0,0.1583696974260731,0.0104579897410502,0.0531313536121381,0.0202971623882753,42,1.115375315701254,6,4,2,3,0,0.5131760800506598,1.7984036858513763,Student,,,,,,0,1.0,
1032,elatupono,Koko Usamah,maryadiemin@example.net,+62 (0131) 869-9938,Palopo,Sulawesi Tengah,22,Fresh Graduate,3049360,131691,True,Student,11847960,86,E-Wallet,QRIS,5037011,1857880,0,1860116,0,2576891,177475,338587,0,0,0,0,0,0,24,0,15,13,0.4251373717384789,0.1568101042871427,0.0,0.1569988287436125,0.0,0.2174965802132535,0.0149793707119731,0.0285776599028305,37,3.885391070457057,4,0,2,2,2,-4.00800785478712,-0.7944182364862474,Established Professional,,,,,,0,0.9315461498574021,
1033,lintang64,Lurhur Januar,queenprabowo@example.com,+62 (023) 281 2067,Kupang,Banten,20,Fresh Graduate,2004335,292955,True,Student,7357457,50,E-Wallet,Pembelian Pulsa,3447112,775788,242287,1402679,182480,1307111,0,0,0,0,0,0,0,0,16,0,25,13,0.4685194261387561,0.105442396001445,0.0329308030028849,0.1906472316933375,0.0248020444017485,0.1776579628453196,0.0,0.0,29,3.670770270054522,4,0,1,2,2,-3.93075080337038,-1.1099301968861954,Established Professional,Pastikan jalur komunikasi bisnis dan keluarga Anda selalu terjaga tanpa interupsi. Aktifkan fitur Pembayaran Otomatis untuk pengisian pulsa GoPay agar produktivitas harian Anda tetap optimal.,My Schedule,Pembelian Pulsa,Telco,Communication Stability,4,0.8788611111111112,My Schedule
1034,kokosuryono,Belinda Pradipta,queen93@example.com,+62 (083) 242-1024,Palembang,Jambi,33,Private Employee,6437026,19307133,True,Young Professional,13238980,82,Food & Beverage,QRIS,0,1802325,7376635,134378,2431469,0,1128521,365652,23,0,0,0,18,0,0,23,0,0,0.0,0.1361377435317718,0.5571905420817509,0.0101501769660368,0.1836598300125969,0.0,0.0852422856411683,0.0276193462321609,41,2.0566916994444795,6,1,2,3,0,0.18286558623503446,2.5241700384229513,Student,,,,,,0,0.9734294871794872,
1035,ssihombing,Olivia Namaga,ffarida@example.net,+62-065-940-1399,Tual,Kepulauan Riau,24,Student,1538512,2817195,True,Student,8634544,66,Food & Beverage,QRIS,3123299,2090165,162684,1584404,0,1581749,0,92243,0,0,0,0,0,0,22,0,27,20,0.3617213182628616,0.2420700801258201,0.0188410622679017,0.1834959456462384,0.0,0.1831884598435702,0.0,0.0106830180397461,42,5.6122658697066585,7,1,2,2,2,-5.000354210081766,-0.6753961830282387,Established Professional,,,,,,0,0.9444731203007519,
1036,natsirwage,Indah Najmudin,fusada@example.org,(0565) 512-5674,Tual,Banten,40,Freelancer,5770370,5446912,True,Freelancer,13416959,66,Transport & Mobility,QRIS,3127046,1645127,6972842,171675,0,0,1223839,276430,0,0,21,0,0,15,0,0,0,11,0.233066655933982,0.1226154807050181,0.5197035692138905,0.0127953724241556,0.0,0.0,0.0912158193808433,0.0206030278095783,11,2.3251466846759072,3,6,2,1,1,0.42021989176265107,1.3782755072438724,Young Professional,,,,,,0,0.9845465686274509,
1037,uirawan,Prasetyo Waskita,wahyunihalima@example.com,(003) 859-7703,Purwokerto,Jawa Barat,29,Freelancer,12047886,13671247,True,Freelancer,18130439,82,E-Wallet,QRIS,6874889,1437071,8575054,77308,52260,0,1113857,0,0,0,14,0,0,25,0,0,0,21,0.3791904112641502,0.079262886063438,0.4729644730078255,0.0042639891806266,0.0028824452136848,0.0,0.0614357401144153,0.0,21,1.5048646289594183,3,0,2,1,1,-0.2629582916121629,1.0052821506290128,Young Professional,,,,,,0,0.9999632352941177,
1038,taufik71,"Lulut Permadi, S.E.",ika08@example.com,+62 (031) 712 7484,Pariaman,Sulawesi Utara,28,Civil Servant,11264956,17700199,True,Young Professional,14965209,65,Food & Beverage,QRIS,450290,1373317,10765523,0,1660863,109300,605916,0,22,0,0,0,27,0,0,13,0,0,0.0300891200323951,0.091767305637542,0.719369992135092,0.0,0.1109816033319946,0.0073036061638961,0.0404883058774317,0.0,40,1.3284745782873384,0,1,2,3,0,0.47701917792867377,2.2157935572327636,Student,,,,,,0,1.0,
1039,vinopuspasari,Viman Rahimah,cahyonosaefullah@example.com,+62 (840) 449 9727,Malang,Nusa Tenggara Barat,26,Freelancer,7159166,4769795,True,Freelancer,21607273,85,Transport & Mobility,QRIS,4922696,1141202,13835847,166243,100209,0,1441076,0,0,0,16,0,0,18,0,0,0,10,0.2278258701213304,0.0528156397701996,0.6403328342112938,0.0076938442119075,0.0046377437524048,0.0,0.0666940216521528,0.0,10,3.0181266898788643,3,6,2,1,1,0.6813419024679204,0.8758724349550036,Young Professional,,,,,,0,0.995,
1040,uhasanah,"Halima Pertiwi, S.Sos",rizkigunawan@example.com,(0662) 702-8951,Bengkulu,Sumatera Utara,20,Student,3467545,2373315,True,Student,9951060,74,Telco,Pembelian Pulsa,2983326,782764,0,3150142,0,2511095,260895,262838,0,0,0,0,0,0,20,0,23,24,0.2997997901932266,0.0786613608337844,0.0,0.3165634297689462,0.0,0.252344448496497,0.0262178073272789,0.0264130628884698,44,2.869770148687285,7,5,1,2,2,-3.8352227437286706,-2.0105314307492113,Established Professional,Pastikan jalur komunikasi bisnis dan keluarga Anda selalu terjaga tanpa interupsi. Aktifkan fitur Pembayaran Otomatis untuk pengisian pulsa XL agar produktivitas harian Anda tetap optimal.,My Schedule,Pembelian Pulsa,Telco,Communication Stability,4,0.91875,My Schedule
1041,ubudiman,"Hj. Eva Hutagalung, M.Kom.",murti96@example.net,+62 (058) 657 8091,Sorong,Lampung,33,Private Employee,5120642,5382132,True,Young Professional,18206397,83,Transport & Mobility,QRIS,200238,1681101,13417343,0,1135488,0,1377795,394432,29,0,0,0,17,0,0,10,0,0,0.010998221614182,0.092335727253683,0.7369575794179607,0.0,0.0623675259653227,0.0,0.0756764188061801,0.021664472016925,27,3.5554903944680385,6,6,2,3,0,0.6451287540562257,1.5544753301740961,Student,,,,,,0,0.9994444444444445,
1042,cemetifujiati,"Ir. Niyaga Januar, M.M.",zulfasalahudin@example.org,+62-050-455-6238,Salatiga,Kalimantan Barat,19,Student,1131755,1435917,True,Student,12135215,82,Telco,Pembelian Pulsa,5501531,1230499,48505,3182748,60909,2111023,0,0,0,0,0,0,0,0,24,0,22,13,0.4533525402432062,0.101399019185155,0.0039970446343929,0.2622736999489749,0.0050191937251055,0.1739584198583692,0.0,0.0,37,10.722465796514443,7,5,1,2,2,-4.77378647254381,-2.3443969990399656,Established Professional,Pastikan jalur komunikasi bisnis dan keluarga Anda selalu terjaga tanpa interupsi. Aktifkan fitur Pembayaran Otomatis untuk pengisian pulsa Indosat agar produktivitas harian Anda tetap optimal.,My Schedule,Pembelian Pulsa,Telco,Communication Stability,4,0.8898611111111111,My Schedule
