user_id,username,full_name,email_address,phone_number,city,province,age,occupation,monthly_income,account_balance,consent_personalization,segment_ground_truth
1050,banawi64,Warta Hasanah,wijayantiirwan@example.net,089005329318,Semarang,Kalimantan Tengah,27,Private Employee,13997381,18052972,True,Young Professional
1051,maryadimaulana,Cut Ika Maulana,ginaramadan@example.org,081020539502,Banjarbaru,Jawa Barat,30,Private Employee,9673212,18523222,True,Young Professional
1052,hnovitasari,Melinda Tarihoran,hartatichelsea@example.org,089084700766,Pasuruan,Sulawesi Tengah,25,Civil Servant,14232926,6285271,True,Young Professional
1053,hutapeamargana,Budi Saefullah,prabowo98@example.com,087896118367,Padang Sidempuan,Nusa Tenggara Barat,23,Student,1391172,1041447,True,Student
1054,awacana,Maria Sihotang,pangestu27@example.org,081116152809,Surakarta,Jambi,30,Civil Servant,13075854,10172169,True,Young Professional
1055,qthamrin,Tantri Habibi,nadine45@example.org,089832731585,Tual,Kepulauan Riau,24,Freelancer,5762152,7358113,True,Freelancer
1056,sidiqpurwanti,"Ir. Raisa Wulandari, M.Pd",sudiatitira@example.net,084024455022,Batam,Jawa Tengah,21,Fresh Graduate,2908443,1246421,True,Student
1057,iswahyudifebi,Mutia Siregar,oktasaragih@example.net,085991022901,Palembang,Sulawesi Selatan,40,Freelancer,14104357,13052890,True,Freelancer
1058,csudiati,Perkasa Mulyani,situmorangsatya@example.org,084978403690,Gorontalo,Maluku,27,Freelancer,6185957,5977931,True,Freelancer
1059,endrarajasa,Adiarja Mandasari,inatsir@example.com,088388516060,Batu,Maluku Utara,24,Private Employee,10261415,4918148,True,Young Professional
1060,zpertiwi,Icha Latupono,udamanik@example.org,089751613696,Mojokerto,Maluku,22,Fresh Graduate,3109107,2277704,True,Student
1061,ilyas52,"Balijan Nuraini, M.TI.",nalartampubolon@example.net,082312432921,Yogyakarta,Sumatera Barat,24,Private Employee,8117625,5299194,True,Young Professional
1062,wpratiwi,"Wahyu Pratiwi, M.Ak",ratna52@example.com,081774490581,Pangkalpinang,Sulawesi Tengah,23,Student,2693557,552840,True,Student
1063,hakimokto,Mariadi Iswahyudi,lhariyah@example.net,080793597820,Bima,Nusa Tenggara Barat,33,Private Employee,6375453,17066853,True,Young Professional
1064,mayasarisafina,Nugraha Farida,hnovitasari@example.net,082554665905,Magelang,Gorontalo,43,Doctor,64944549,114338089,True,Established Professional
1065,qsuryono,"Yoga Suartini, S.E.I",carub92@example.com,084629148652,Sukabumi,Sulawesi Selatan,28,Civil Servant,7195773,24659412,True,Young Professional
1066,argono54,Ganep Laksita,jabalmandala@example.org,081418880592,Bukittinggi,Jawa Timur,49,Lawyer,24868286,32500599,True,Established Professional
1067,zaenaboktaviani,Najam Farida,zulkarnainomar@example.net,083794738347,Medan,Sulawesi Tengah,26,Freelancer,4229110,10020008,True,Freelancer
1068,xsuryono,dr. Caraka Pangestu,jaishabibi@example.net,087581814124,Pekanbaru,Jawa Tengah,32,Civil Servant,7222252,14710793,True,Young Professional
1069,oiswahyudi,Aisyah Agustina,widodocindy@example.com,083615305152,Bandung,Lampung,19,Fresh Graduate,2195323,711638,True,Student
1070,wmandala,Raisa Ardianto,budiyantokambali@example.org,082898614341,Kendari,Sulawesi Barat,40,Freelancer,14803441,6075395,True,Freelancer
1071,hharyanto,Rina Nasyiah,usamahdiah@example.net,083246095396,Surakarta,DKI Jakarta,23,Fresh Graduate,3782453,484473,True,Student
1072,cahya88,Dr. Ajimat Wibisono,ogunawan@example.com,085405153195,Banjar,Nusa Tenggara Timur,28,Private Employee,6795765,21563105,True,Young Professional
1073,syahrini27,Siti Najmudin,budiharyanti@example.org,084303054868,Kota Administrasi Jakarta Pusat,Banten,28,Civil Servant,8533779,14505153,True,Young Professional
1074,kenzietamba,Sakti Yolanda,kenes15@example.com,086765277584,Tegal,Sulawesi Selatan,34,Civil Servant,13479356,19392408,True,Young Professional
1075,astutinatalia,Kenes Sihombing,danang15@example.net,084479627570,Singkawang,Sulawesi Selatan,36,Doctor,62566108,143702755,True,Established Professional
1076,sari01,Karimah Mulyani,aswanimegantara@example.net,087021355690,Tangerang,Sulawesi Tengah,36,Doctor,42384600,65116634,True,Established Professional
1077,paiman71,Tgk. Hasta Sihotang,jamil10@example.net,082786814473,Tanjungbalai,Sumatera Barat,40,Entrepreneur,49651079,178090585,True,Established Professional
1078,dipamansur,Ellis Handayani,zulaikamanah@example.net,085188442258,Bitung,Kalimantan Selatan,40,Freelancer,3162230,2876932,True,Freelancer
1079,jasmanilailasari,Drs. Gading Hastuti,padmairawan@example.org,084678669125,Palopo,Sulawesi Tenggara,23,Student,3288371,201112,True,Student
1080,edi89,Ian Mardhiyah,maheswaradinda@example.org,084225358414,Subulussalam,Kepulauan Riau,53,Entrepreneur,29938405,145369993,True,Established Professional
1081,queensihombing,Jefri Yuniar,maidaprastuti@example.org,082995900109,Sungai Penuh,Kalimantan Tengah,24,Civil Servant,11117837,4338649,True,Young Professional
1082,osafitri,"Kenes Siregar, S.Pd",zprasasta@example.net,086471027677,Makassar,Jawa Tengah,41,Entrepreneur,36745657,57593452,True,Established Professional
1083,makuta56,Oliva Purwanti,simanjuntakjayadi@example.com,081473210469,Kota Administrasi Jakarta Barat,Jawa Timur,52,Lawyer,61651888,71487595,True,Established Professional
1084,kezia53,Oliva Hastuti,fsamosir@example.org,081687339500,Payakumbuh,Sulawesi Utara,26,Private Employee,11917152,3831692,True,Young Professional
1085,gasti01,Titi Utama,cutama@example.com,080983584168,Tual,Kepulauan Riau,29,Civil Servant,9163555,11952514,True,Young Professional
1086,mahendradagel,"Tgk. Kalim Utama, S.E.I",nataliamelani@example.com,088000257872,Madiun,Maluku Utara,25,Civil Servant,5649691,18793736,True,Young Professional
1087,panjisusanti,Rika Sirait,tpratiwi@example.com,080551694097,Sungai Penuh,Kalimantan Timur,27,Civil Servant,10866294,13240506,True,Young Professional
1088,padmasariyosef,"Najam Safitri, S.Sos",wulanprasasta@example.org,089130756263,Pekalongan,Sulawesi Utara,27,Private Employee,8240180,16370299,True,Young Professional
1089,mandaladalima,Salimah Kuswandari,lsihotang@example.com,088585497334,Jayapura,Maluku,43,Doctor,38731761,124260071,True,Established Professional
1090,heryanto75,KH. Najam Saefullah,dimaz98@example.com,086524041574,Jambi,Kalimantan Selatan,40,Freelancer,8555772,1463060,True,Freelancer
1091,jamalia42,"Rini Permadi, S.H.",winarsihfebi@example.org,083016571208,Padang Sidempuan,Sulawesi Utara,20,Student,3435169,1163446,True,Student
1092,myulianti,Janet Suwarno,irawanshania@example.net,083802620672,Bandung,Aceh,18,Fresh Graduate,2449916,1365658,True,Student
1093,jasmin91,Intan Hasanah,gmansur@example.com,084315274205,Salatiga,Kalimantan Selatan,39,Freelancer,4940214,7462506,True,Freelancer
1094,olivauyainah,"drg. Oliva Simbolon, S.Pt",gwinarsih@example.org,082753046374,Langsa,Aceh,28,Private Employee,12315831,3056749,True,Young Professional
1095,silvia53,Jaka Samosir,rosmanmardhiyah@example.net,084145933272,Tidore Kepulauan,Papua,29,Civil Servant,6173965,14079674,True,Young Professional
1096,epudjiastuti,"Ir. Rudi Pratama, S.H.",novitasaritugiman@example.net,085191088398,Cimahi,Maluku Utara,38,Entrepreneur,40154286,166129661,True,Established Professional
1097,rlatupono,Dr. Cornelia Melani,dhakim@example.org,088679087406,Ambon,Kalimantan Tengah,48,Lawyer,47004632,109364338,True,Established Professional
1098,gunawanslamet,Kemba Halim,halimahatma@example.com,086226567661,Sungai Penuh,Nusa Tenggara Timur,27,Civil Servant,11361002,8839388,True,Young Professional
1099,nugrohogawati,Ozy Prasetyo,damaniklembah@example.com,088686337524,Tebingtinggi,Jambi,47,Entrepreneur,20027242,111570811,True,Established Professional
1100,wijayantisalman,Dimas Putra,januarmelinda@example.org,087903067383,Bogor,Sumatera Selatan,41,Lawyer,58922119,192849474,True,Established Professional
1101,jarwa95,"Ir. Reza Sinaga, S.H.",edison83@example.com,084408926870,Sukabumi,Papua Barat,49,Lawyer,49672841,87365033,True,Established Professional
1102,zamira66,Fitria Nasyiah,opermadi@example.com,082708668826,Kota Administrasi Jakarta Pusat,Kalimantan Tengah,28,Freelancer,14053681,2422633,True,Freelancer
1103,sakura17,Kawaca Nainggolan,santosoperkasa@example.net,089901398373,Langsa,Aceh,51,Entrepreneur,62475941,196231556,True,Established Professional
1104,harjasalazuardi,"drg. Vinsen Prasasta, M.Ak",putupermadi@example.net,085467854458,Pangkalpinang,Gorontalo,37,Doctor,65150553,113327590,True,Established Professional
1105,nsimanjuntak,Aurora Pratiwi,erikbudiyanto@example.com,088996423536,Payakumbuh,Nusa Tenggara Barat,27,Private Employee,5409790,4550675,True,Young Professional
1106,aisyah77,"Tgk. Cawisadi Mandala, M.Pd",inashiruddin@example.net,080801006231,Balikpapan,Kalimantan Tengah,31,Private Employee,12640615,16906332,True,Young Professional
1107,dwahyudin,"Warji Susanti, M.Kom.",abudiyanto@example.net,088600848408,Cirebon,Gorontalo,30,Civil Servant,11705062,11186759,True,Young Professional
1108,novitasariemin,Drs. Hafshah Thamrin,putu15@example.com,087933410166,Purwokerto,Sulawesi Utara,34,Private Employee,6788238,17265539,True,Young Professional
1109,uyainahajiman,Jamil Fujiati,juli18@example.org,083397401489,Cirebon,Maluku Utara,26,Civil Servant,5842524,21703434,True,Young Professional
1110,pranowolili,"drg. Citra Salahudin, S.E.",jessicawibisono@example.net,088562185016,Batu,Nusa Tenggara Barat,25,Civil Servant,7237058,18590839,True,Young Professional
1111,bsimbolon,"drg. Joko Pradana, S.I.Kom",lastuti@example.net,089619431142,Tasikmalaya,Jawa Tengah,49,Entrepreneur,68269658,165500356,True,Established Professional
1112,xsimanjuntak,Wardaya Samosir,wtarihoran@example.com,081212678886,Bandar Lampung,DKI Jakarta,40,Freelancer,10481188,3670226,True,Freelancer
1113,irma19,Zelaya Winarno,siregarraden@example.com,081839826224,Kota Administrasi Jakarta Timur,Sumatera Barat,37,Freelancer,7348512,13612721,True,Freelancer
1114,budimarbun,Ifa Laksmiwati,tarihoranjefri@example.org,087993712406,Solok,Papua Barat,34,Civil Servant,13745959,19260377,True,Young Professional
1115,tasnim56,"Hj. Rina Mansur, S.Pd",novi37@example.com,082654793564,Mataram,Jambi,28,Civil Servant,6299954,12587445,True,Young Professional
1116,maidapalastri,"Dr. Akarsana Hariyah, S.Kom",ssiregar@example.org,086724342661,Serang,Sulawesi Utara,28,Civil Servant,10363836,21124501,True,Young Professional
1117,gnasyidah,"drg. Puji Firgantoro, S.I.Kom",kurniawanjamal@example.net,085290965610,Kota Administrasi Jakarta Selatan,Kalimantan Timur,19,Student,1969980,1656566,True,Student
1118,triwahyudin,"Ir. Lanjar Mardhiyah, S.E.I",asirwanda71@example.com,086112545738,Malang,Sulawesi Utara,27,Private Employee,11960328,16676765,True,Young Professional
1119,faridazamira,Eja Gunawan,damanikmahfud@example.net,081238282586,Kediri,Riau,52,Lawyer,47902136,46714325,True,Established Professional
1120,hardanauyainah,Ana Susanti,udarahayu@example.com,086033419182,Madiun,Kalimantan Selatan,30,Civil Servant,14799226,3655383,True,Young Professional
1121,qlatupono,Paris Uyainah,michelle69@example.com,089155792499,Tangerang,Jawa Barat,38,Freelancer,3098919,6901533,True,Freelancer
1122,daryani34,Talia Megantara,mandriani@example.org,089662782827,Bogor,Kalimantan Barat,47,Lawyer,56119370,176601274,True,Established Professional
1123,umay90,Jayeng Mansur,pranawapurwanti@example.net,087676772190,Kupang,Banten,31,Private Employee,9579094,17624228,True,Young Professional
1124,ihsan84,Padmi Lailasari,pertiwidarsirah@example.com,088580783613,Bandung,Sulawesi Tengah,23,Freelancer,9523941,6639317,True,Freelancer
1125,mursinin17,Prayoga Prakasa,lintangtampubolon@example.net,089629233095,Serang,Jawa Timur,28,Freelancer,10841505,3141239,True,Freelancer
1126,lanang49,"Drs. Shania Kuswoyo, S.E.I",rhalim@example.net,082232536729,Sorong,Sulawesi Barat,21,Student,1352101,2745887,True,Student
1127,ehartati,"R. Hadi Mulyani, S.T.",upik75@example.net,080175186363,Kota Administrasi Jakarta Timur,Maluku Utara,27,Freelancer,10746014,4048907,True,Freelancer
1128,mursita89,"Dr. Winda Siregar, S.Gz",januarratih@example.com,080127706324,Kota Administrasi Jakarta Utara,DKI Jakarta,20,Fresh Graduate,2373016,937767,True,Student
1129,jais15,"Catur Habibi, S.Sos",jarwa61@example.net,081037129387,Balikpapan,Nusa Tenggara Barat,33,Freelancer,8662319,13771315,True,Freelancer
1130,anggrainizulfa,Dartono Winarno,jailanidanang@example.com,085426221890,Palembang,Nusa Tenggara Timur,31,Freelancer,10072684,5232413,True,Freelancer
1131,restumaryadi,Hj. Maimunah Pratama,januarestiono@example.org,089656523413,Tanjungbalai,Bali,21,Student,3262487,268462,True,Student
1132,hendra89,"Kania Sihombing, S.Gz",alikawinarno@example.org,083791805526,Mataram,Kalimantan Barat,42,Entrepreneur,24604900,40806711,True,Established Professional
1133,bhidayanto,Eluh Pratama,halimraden@example.net,084866618892,Bau-Bau,Maluku,19,Student,1085479,2656070,True,Student
1134,melanihasim,Kawaca Simbolon,orahmawati@example.net,081463031617,Lhokseumawe,Kalimantan Barat,27,Private Employee,12945036,6838272,True,Young Professional
1135,budimanendra,Jamal Situmorang,ganda52@example.net,084105648149,Payakumbuh,Sulawesi Tenggara,31,Civil Servant,11189034,8630069,True,Young Professional
1136,balapati79,Dodo Jailani,pradanacici@example.org,080030756220,Jayapura,Maluku Utara,24,Student,2304591,503399,True,Student
1137,rafisimanjuntak,Kenzie Wahyudin,mardhiyahvanesa@example.org,082380617445,Purwokerto,Sulawesi Tenggara,20,Fresh Graduate,2663689,881855,True,Student
1138,uwaishimawan,"T. Okta Oktaviani, S.H.",luwais@example.com,083832060385,Magelang,Aceh,22,Student,1427405,2974239,True,Student
1139,gsamosir,Hari Lestari,megantarakurnia@example.org,080386571918,Subulussalam,Riau,54,Doctor,57979090,41024411,True,Established Professional
1140,rahayujasmin,"Yoga Mustofa, S.H.",karman56@example.net,085574313291,Bima,Jawa Timur,52,Lawyer,64393945,129474363,True,Established Professional
1141,ilazuardi,"Sutan Jabal Samosir, M.M.",digdaya12@example.net,084903521356,Tangerang,Maluku,22,Fresh Graduate,1053066,1811854,True,Student
1142,gantar06,H. Kunthara Prayoga,hariyahdamu@example.org,081003236519,Batu,Bali,26,Freelancer,10273315,7076506,True,Freelancer
1143,napitupulusafina,Bakiman Sitompul,gunartovirman@example.org,082966706625,Denpasar,Kepulauan Riau,27,Freelancer,10306261,3955087,True,Freelancer
1144,tri20,R.A. Septi Sihombing,jzulkarnain@example.com,080146263838,Metro,Nusa Tenggara Timur,54,Entrepreneur,52446968,154788603,True,Established Professional
1145,ypalastri,Drs. Janet Wibisono,gatra05@example.net,083040785932,Kota Administrasi Jakarta Barat,Kalimantan Utara,31,Freelancer,8407373,5118725,True,Freelancer
1146,farhunnisa03,"dr. Garang Natsir, S.E.",maidasimanjuntak@example.net,085905992937,Cirebon,Sumatera Barat,20,Fresh Graduate,2022837,1999128,True,Student
1147,iswahyudibalidin,Ajimat Novitasari,vadriansyah@example.net,083252500292,Pontianak,Papua,33,Freelancer,3481506,9293086,True,Freelancer
1148,wahyudintantri,Gandi Sihombing,empluk26@example.net,087528953926,Tegal,Lampung,40,Lawyer,34235122,125247600,True,Established Professional
1149,garangadriansyah,drg. Zizi Purnawati,najmudinnatalia@example.com,089391725135,Cimahi,DKI Jakarta,45,Lawyer,60007285,104160281,True,Established Professional
1150,tugiman04,"Betania Tampubolon, S.T.",adriansyahbakti@example.com,087626765861,Samarinda,Kalimantan Timur,22,Student,1359086,1062320,True,Student
1151,unggulhidayanto,Emil Damanik,karman11@example.com,082621815997,Palangkaraya,Jawa Timur,38,Freelancer,12314311,13719892,True,Freelancer
1152,dmanullang,Dadap Wasita,tania44@example.org,081069872050,Bekasi,Lampung,31,Civil Servant,12519121,3578587,True,Young Professional
1153,gpangestu,Makuta Siregar,kusmawatidaru@example.com,086774186256,Denpasar,Sulawesi Tengah,20,Student,2696181,2951565,True,Student
1154,saptonotasnim,Raihan Santoso,maryadizamira@example.net,081158693806,Prabumulih,Sulawesi Utara,28,Civil Servant,12939993,21571470,True,Young Professional
1155,wawansalahudin,"Cut Olivia Pertiwi, M.TI.",dimashassanah@example.org,082332061632,Lubuklinggau,DI Yogyakarta,48,Entrepreneur,56935945,118796113,True,Established Professional
1156,wibisonoida,Zamira Saefullah,ybudiman@example.net,089986162299,Bima,Gorontalo,49,Lawyer,40577120,97485660,True,Established Professional
1157,gabriella56,"Jayeng Pertiwi, M.Ak",lfirgantoro@example.com,086299606530,Kota Administrasi Jakarta Timur,Papua,25,Private Employee,10294016,7011591,True,Young Professional
1158,siraitluluh,"Dr. Zamira Januar, S.H.",limarhandayani@example.com,084691373678,Banjarmasin,Sumatera Selatan,27,Private Employee,13123504,12277787,True,Young Professional
1159,cahyadisaragih,Diana Novitasari,natsirharsana@example.org,080307053457,Subulussalam,Jambi,38,Doctor,39880763,91064547,True,Established Professional
1160,permadipanca,Elma Kusmawati,malik24@example.net,081406029333,Kota Administrasi Jakarta Timur,Sulawesi Barat,40,Lawyer,20949480,173380797,True,Established Professional
1161,zulaikaajiman,Marsudi Natsir,prasetyojohan@example.net,084466574374,Sawahlunto,Gorontalo,28,Private Employee,5914794,21567645,True,Young Professional
1162,melanitantri,"dr. Putri Yuliarti, M.Ak",lembah17@example.org,085454443283,Serang,Riau,39,Entrepreneur,52942311,57538160,True,Established Professional
1163,wulan20,Hana Andriani,vwibisono@example.org,089935387584,Surabaya,Kalimantan Barat,22,Fresh Graduate,2968793,2057872,True,Student
1164,dagel72,"Yani Purwanti, S.E.",shakila13@example.com,083465549471,Banjarbaru,DI Yogyakarta,33,Freelancer,6093109,1861958,True,Freelancer
1165,gnababan,"Harjaya Nuraini, S.Pd",jhabibi@example.org,083569725217,Sorong,Kalimantan Barat,50,Doctor,24385123,137564084,True,Established Professional
1166,rachel00,Prabawa Narpati,anairawan@example.org,089666676008,Tegal,Papua,25,Freelancer,12680808,11560346,True,Freelancer
1167,sinagafebi,"Adhiarja Utami, S.H.",zulfasitumorang@example.com,082168942104,Palu,Sumatera Utara,19,Student,3360720,1324378,True,Student
1168,taswir25,Kani Nainggolan,respatibudiyanto@example.org,083230982150,Subulussalam,Kepulauan Bangka Belitung,19,Student,3340727,1795560,True,Student
1169,riyantibakti,"Raihan Damanik, S.Gz",agustinatirta@example.com,081847230461,Solok,Jawa Barat,32,Civil Servant,12558378,17855251,True,Young Professional
1170,gjailani,Eko Latupono,mandasarihasta@example.net,083483564208,Gorontalo,Sulawesi Utara,53,Lawyer,40493721,182640310,True,Established Professional
1171,jarwadi00,Rafid Pertiwi,fmaryadi@example.net,081143744701,Banjar,Lampung,22,Student,1871525,2673600,True,Student
1172,victoria56,Soleh Gunawan,mandalatari@example.net,082557941552,Padang,Riau,28,Private Employee,7634980,11048539,True,Young Professional
1173,ysaputra,Wirda Andriani,darmantomustofa@example.net,080216979729,Manado,Bali,32,Private Employee,7626181,3089782,True,Young Professional
1174,adelaksita,Maida Gunawan,rajatashakila@example.com,080899358891,Surabaya,Kalimantan Utara,37,Freelancer,14565728,10962498,True,Freelancer
1175,qsitumorang,Eka Puspita,anggriawansyahrini@example.org,088772175354,Pekalongan,Kalimantan Timur,32,Freelancer,3547605,4883526,True,Freelancer
1176,pwaskita,Wani Pertiwi,firawan@example.com,085170166088,Bekasi,Maluku,44,Entrepreneur,50469526,49107171,True,Established Professional
1177,shakilawinarsih,Karimah Habibi,upiksitompul@example.net,089975711305,Subulussalam,Lampung,28,Private Employee,12132648,6851253,True,Young Professional
1178,danuja02,"drg. Cici Rajasa, M.Ak",harimurtilazuardi@example.com,083735160917,Surabaya,Sumatera Selatan,34,Private Employee,9456573,7772657,True,Young Professional
